user_id,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
76561197970767761,22.08,22.08,,,22.08,,,,,22.08,,,,,,,,,,
76561197970812298,27.0,,,,,,,,,,,140.53,,,,,,,,
76561197970972400,229.5,52.449999999999996,,,,,,,,48.57,,52.449999999999996,,,,,,,,
76561197970982479,171.29000000000002,,,,,,,,,4.52,,,,,,,,,,
76561197971059162,137.7,,,,,,,,,25.5,,,,112.2,,,112.2,,,
76561197971077817,59.68,,,,,,,,,,,,,,,,,,,
76561197971119511,971.8499999999999,,,,,,,,,639.55,,,,,,,676.5799999999999,,,
76561197971285616,1.3599999999999999,,,,0.23,,,,1.13,1.3599999999999999,,,,,,,,,,
76561197971336570,20.58,,,,,,,,,,,,,,,,,,,
76561197971402201,1.83,1.83,,,,,,,1.83,1.83,1.83,1.83,,,,,,,,
76561197971440875,,,,,,,,,,167.67,,,,167.67,,,167.67,,,
76561197971541516,,,,,,,,,,,,,,162.23,,,162.23,,,
76561197971591275,,,,,,,,,,,,878.3,,,,,,,,
76561197971725163,,,,,,,,,,742.08,,,,742.08,,,,,,
76561197971851704,,,,,,,,,,,83.53,83.53,,,,,,,,
76561197971917242,,,,,,,,,,62.23,,62.23,,,,,62.23,,,
76561197971933349,,,,,,,,,418.4,,,,,418.4,,,,,,
76561197972180709,13.87,,,,,,,,,,,,,,,,,,,
76561197972261430,19.95,,,,,,,,,19.95,,,,240.89999999999998,,,49.2,,,
76561197972361546,38.58,25.68,,,,,,,,,,,,,,,,,,
76561197972384083,311.95,,,,,,,,,,,311.95,,,,,,,,
76561197972452208,,3474.35,,,3466.9,,,,3466.9,3474.35,,3466.9,,3466.9,,,3466.9,,,
76561197972468339,996.97,,,,,,,,,996.97,,,,,,,996.97,,,
76561197972516748,11.73,,,,,,,,11.73,,,,,,,,,,,
76561197972718483,8.72,,,,,,,,,,,,,,,,,,,
76561197972758795,62.77,,,,,,,,,,,62.77,,,,,,,,
76561197972797551,366.92,366.92,,,,,366.92,,,366.92,366.92,366.92,,,,,,,,
76561197972911511,657.91,24.3,,,,,,,,,,1151.96,,,,,,,,
76561197973196808,22.5,,,,,,,,,,,,,,,,,,,
76561197973688926,497.3,,,,,,,,497.3,,,,,,,,,,,
76561197973942939,1.93,2.03,,,,,,,,215.51,,2.03,,213.48,,,215.51,,,
76561197974036386,105.93,73.6,,,,,,,,,,,,,,,,,,
76561197974500703,261.99,140.91,,,70.05,,,,,200.92,,265.21999999999997,,,,,,,,
76561197974754753,,,,,,,4.92,,,4.92,,,4.92,4.92,,4.92,,,,
76561197974804604,,,,,,,,,,,,,,,,,479.53,,,
76561197974875094,532.65,,,,,,,,,8.28,,,,,,,,,,
76561197975867686,,,,,,,,,,753.8499999999999,,418.57,,753.8499999999999,,,753.8499999999999,,,
76561197975959500,57.03,,,,,,,,,,,,,,,,,,,
76561197976163348,154.67,,,,18.5,,,,1.98,20.48,62.15,1.98,,180.84,,,161.55,,,
76561197976177356,79.38000000000001,,,,,,,,,,,64.18,,,,,,,,
76561197976370569,,6.03,,,,,,,,,,,,,,,,,,
76561197976404001,219.92999999999998,34.48,,,,,,,,18.82,,34.18,,,,18.82,18.82,,,
76561197976546912,83.15,,,,,,83.15,,,83.15,83.15,,,,,,,,,
76561197976652491,215.8,,,,,,,,,,,215.8,,,,,,,,
76561197976922181,757.17,,,,,,,,,,,507.04,,,,,366.25,,,
76561197976933723,788.78,,,,,,,,,,,788.78,,,,,,,,
76561197976939762,,8.97,,,,,,,,,,,,,,,,,,
76561197976984468,2.92,2.92,,,,,,,,,,,,,,,,,,
76561197977001876,,,,,,,,,,,,,,,,,84.87,,,
76561197977051585,,,,,,,,,,,,,44.8,,,,,,,
76561197977316974,40.1,40.1,,,,,,,,,,,,,,,,,,
76561197977470391,34.25,,,,,,,,34.25,,,,,,,,,,,
76561197977507720,1531.55,,,,,,,,,,,,,,,,,,,
76561197977543317,3.55,3.55,,,,,,,,,,,,,,,,,,
76561197977544920,96.3,,,,,,,,,,,,,,,,66.7,,,
76561197977705860,55.97,,,,,,1.0,,,1.0,,54.97,1.0,55.97,,1.0,,,,
76561197977799906,143.0,,,,,,,,,,,,,,,,,,,
76561197978024377,,,,,,,,,390.57,,390.57,390.57,,,,,107.67,,,
76561197978409306,12.83,,,,12.83,,,,1.28,12.83,,,,,,,54.56999999999999,,,
76561197978421438,56.160000000000004,47.89,,,,,15.15,,,25.33,,,,15.15,,,15.0,,,
76561197979046612,72.62,8.33,,,,,,,,8.33,,,,,,,70.48,,,
76561197979086508,33.57,46.879999999999995,,,,,,,,,,,,,,,,,,
76561197979731785,1089.46,470.68,,,,,470.68,,,470.68,470.68,1089.46,,,,,,,,
76561197979745311,54.15,,,,,,,,,,,,,,,,,,,
76561197979796744,10.77,10.77,,,8.37,,,,,,,,,3.22,,,8.37,,,
76561197980184475,2618.6,,,,,,,,,,,,,,,,,,,
76561197980188639,,,,,,,,,,,,,,,,,102.98,,,
76561197980614542,1111.67,,,,,,,,,,,,,,,,,,,
76561197980617560,,,,,,,,,,599.0,,,,599.0,,,,,,
76561197980641293,0.93,,,,,,,,,,,,,,,,,,,
76561197980811624,,,,,8.97,,,,,,,,,,,8.97,,,,
76561197980886661,38.25,6.73,,,,,22.3,,,31.520000000000003,22.3,,,,,,63.019999999999996,,,
76561197981203305,10.6,15.569999999999999,,,1.78,,,,,6.5,,,,,,,,,,
76561197981277493,,,,,,,,,,,,,,18.27,,,,,,
76561197981374310,,,,,,,,,,,,,,,,,55.32,,,
76561197981381850,378.7,,,,,,,,,,,,,,,,,,,
76561197981425218,2421.63,267.15,,,,,267.15,,,267.15,267.15,267.15,,,,,,,,
76561197981571612,178.38,,,,,,,,,575.88,,,,397.5,,,,,,
76561197981780630,1663.12,,,,,,,,,,,,,,,,,,,
76561197981957582,364.67,,,,,,,,,,,,,,,,,,,
76561197982203533,,,,,,,,,,,,,,,,,83.83,,,
76561197982363029,10.53,,,,,,,,,,,,,,,,,,,
76561197982422966,443.25,,,,,,,,,,,,,,,,,,,
76561197982587329,,,,,,,,,,382.28,,,,382.28,,,,,,
76561197982587661,11.27,,,,,,,,7.22,2.72,7.22,7.22,,,,,264.5,,,
76561197982665201,45.78,49.5,,,,,,,,18.07,,14.35,,,,,,,,
76561197982685987,61.12,61.12,,,,,,,0.9,25.7,,5.88,,,,,40.38,,,
76561197983127652,12.82,,,,,,,,12.82,12.82,,,,,,,,,,
76561197983745201,60.379999999999995,59.78,,,,,,,0.6,904.6800000000001,,8.98,,895.1,,,,,,
76561197983875214,1354.0700000000002,111.65,,,,,,,,,,,,,,,,,,
76561197984211461,201.27,,,,,,,,,,,201.27,,,,,,,,
76561197984271449,288.43,,,,,,,,,288.43,,,,,,,288.43,,,
76561197984327467,492.13,,,,1.58,,,,4.52,230.23,,,,224.13,,,4.52,,,
76561197984390941,68.33,,,,,,,,,,,,,,,,38.78,,,
76561197985031488,,15.7,,,,,,,,15.7,,,,,,,,,,
76561197985191301,48.760000000000005,34.61,,,,,,,,47.14,,,18.78,19.3,,18.78,,,,
76561197985389455,48.019999999999996,,,,,,,,,26.42,,44.97,,26.42,,,29.470000000000002,,,
76561197985512782,70.11,2.08,,,,,,,,102.85999999999999,,66.06,,60.05,,,25.22,,,
76561197985634755,19.68,19.68,,,,,19.68,,,19.68,,,,,,,,,,
76561197985797191,,8.78,,,1.55,,,,,1.55,,,,,,,1.55,,,
76561197986144369,19.8,19.57,,,,,,,0.23,,0.23,,,,,,,,,
76561197986468427,190.03,,,,,,190.03,,,190.03,190.03,,,,,,,,,
76561197986529825,,,,,,,,,,,,,,,,,18.6,,,
76561197986552181,13.73,5.88,,,,,,,,13.73,,,,7.85,,,,,,
76561197986617937,,58.02,,,,,,,,58.02,,58.02,,,,,58.02,,,
76561197986678875,5.97,2.55,,,,,,,0.8,5.97,,,,,,,0.8,,,
76561197986717785,45.97,181.88,,,181.88,,,,202.3,181.88,,207.43,,181.88,,,181.88,,,
76561197986891235,17.03,,,,,,,,17.03,17.03,,,,,,,,,,
76561197986964063,0.87,,,,,,,,,0.87,,,,0.87,,,,,,
76561197987307155,1976.03,,,,,,,,1976.03,1976.03,1976.03,1976.03,,,,,,,,
76561197987442366,58.1,,,,,,58.1,,,58.1,58.1,,,,,,,,,
76561197987482998,684.0,,,,,,,,684.0,,,,,,,,,,,
76561197987617385,17.47,17.47,,,,,,,,,,,,,,,,,,
76561197987668797,0.15,,,,,,,,,0.15,,,,,,,0.15,,,
76561197987677576,12.43,,,,,,,,,,,12.43,,12.43,,,,,,
76561197987786431,41.32,,,,,,,,,,,,,,,,,,,
76561197988062821,232.85,232.85,,,,,,,,232.85,,232.85,,,,,,,,
76561197988318026,307.92,,,,,,,,,,,,,,,,,,,
76561197988397124,,,,,,,,,,0.17,,,,,,,,,,
76561197988762135,37.6,,,,,,,,,,,37.6,,,,,16.73,,,
76561197988785314,1445.98,,,,,,,,1445.98,,1445.98,,,,,,,,,
76561197988832553,,177.98,,,,,,,,,,,177.98,177.98,,,,,,
76561197988840650,1.07,,,,,,,,,,,1.07,,1.07,,,100.35,,,
76561197988863895,87.3,,,,,,,,,87.3,,87.3,,,,,,,,
76561197989039660,,78.28,,,,,,,,78.28,,78.28,,,,,78.28,,,
76561197989615671,,,,,,,,,,23.28,,23.28,,,,,23.28,,,
76561197989691928,1750.32,,,,,,,,,,,,,,,,,,,
76561197989723505,55.29,0.47,,,,,,,,55.29,0.47,55.29,,11.92,,,,,,
76561197989883424,59.0,,,,,,,,,,,,,,,,,,,
76561197990027470,1885.9,,,,,,,,,406.67,,,,1479.23,,,1479.23,,,
76561197990117063,,,,,,,,,,,,,,,,,163.12,,,
765611979902442O1,56.599999999999994,56.599999999999994,,,52.8,,,,52.8,52.8,,,,,,,,,,
76561197990267442,1134.63,,,,,,,,,,,,,,,,,,,
76561197990498142,147.44,135.33999999999997,,,,,,,,135.33999999999997,,134.67,,,,,,,,
76561197990505840,1433.12,,,,,,,,,,,,,,,,,,,
76561197990577342,4.2,4.2,,,,,,,,4.2,,,,,,,,,,
76561197990596976,283.58,,,,,,,,,,,,,,,,,,,
76561197990772718,18.15,,,,,,,,,,,,,,,,,,,
76561197990782367,29.39,,,,,,,,,,,12.32,,12.32,,,,,,
76561197990895276,14.08,,,,,,,,,,,,,,,,,,,
76561197990926687,,,,,57.35,,,,57.35,57.35,,,,,,,,,,
76561197990997704,20.58,20.58,,,,,,,,,,,,,,,,,,
76561197991249235,115.84,80.81,,,,,,,,31.73,,,,31.73,,,140.76,,,
76561197991329759,74.42999999999999,216.12,,,216.12,,,,216.12,216.12,,216.12,,216.12,,,216.12,,,
76561197991633595,17.3,,,,,,,,4.78,22.53,,,,127.27,,,127.27,,,
76561197991723203,,,,,,,,,23.47,,,,,23.47,,,,,,
76561197991787618,494.25,,,,,,,,,,,,,,,,,,,
76561197991827492,2.8,2.8,,,,,,,,2.8,,,,2.8,,,,,,
76561197991856503,30.3,30.3,,,,,,,,,,,,,,,,,,
76561197991872030,24.21,,,,,,,,,,,,,,,,,,,
76561197992227006,470.4,5.0,,,,,,,465.4,470.4,461.32,466.32,,461.32,,,,,,
76561197992272514,90.57,,,,,,,,,90.57,,,,,,,90.57,,,
76561197992622789,1484.75,,,,,,,,,,,,,,,,,,,
76561197992681922,72.33,,,,82.85,,,,72.33,82.85,,10.52,,72.17,,,82.69,,,
76561197992709045,528.07,528.07,,,,,,,,528.07,,528.07,,,,,,,,
76561197992755277,74.50999999999999,22.22,,,,,,,19.72,19.72,,22.22,,30.15,,,239.75,,,
76561197992809369,,,,,,,,,,,,95.98,,,,,,,,
76561197992870209,407.67,53.95,,,,,,,353.72,407.67,353.72,407.67,,353.72,,,,,,
76561197992910116,544.25,53.650000000000006,,,3.98,,,,,59.330000000000005,,495.3,,6.0,,,0.2,,,
76561197993052158,1318.18,,,,,,,,1318.18,,1318.18,,,,,,,,,
76561197993077385,,16.72,,,16.72,,,,,16.72,,,,,,,,,,
76561197993114886,,7.3,,,,,,,,,,,,,,,7.3,,,
76561197993210440,8.2,,,,,,,,,8.2,,,,,,,,,,
76561197993255329,4.03,,,,,,,,,4.03,,,,,,,4.03,,,
76561197993274093,546.56,104.78,,,5.2,,,,,78.63000000000001,,73.43,,520.41,,,441.78,,,
76561197993412979,,,,,,,,,,,,,,2.15,,,,,,
76561197993494697,67.63,,,,,,,,,,,,,,,,,,,
76561197993654066,35.82,35.82,,,,,,,,,,,,,,,,,,
76561197993703392,106.68,106.68,,,,,,,,106.68,106.68,106.68,,,,,,,,
76561197993705839,208.8,208.8,,,,,,,,208.8,,208.8,,,,,,,,
76561197993725260,27.73,27.73,,,,,,,,,,,,,,,7.78,,,
76561197993759720,292.35,43.48,,,,,43.48,,248.87,292.35,292.35,292.35,,248.87,,,629.03,,,
76561197993847898,0.85,26.17,,,,,,,,26.17,,25.32,,,,,25.32,,,
76561197993896367,55.45,,,,,,,,,41.72,,55.45,,41.72,,,41.72,,,
76561197994101386,25.98,,,,,,52.27,,,78.25,,,,52.27,,,25.98,,,
76561197994108307,,,,,,,,,,,,,,,,,1113.32,,,
76561197994196557,2.23,,,,,,,,,2.23,,,,,,,,,,
76561197994242039,270.78,270.78,,,,,,,,270.78,,270.78,,,,,,,,
76561197994404273,50.5,,,,,,,,,50.5,,,,,,,50.5,,,
76561197994404698,606.0400000000001,43.07,,,,,,,519.75,,519.75,,,,,,,,,
76561197994493402,9.73,,,,9.73,,,,,9.73,,,,,,,,,,
76561197994573217,0.5,,,,0.5,,,,0.5,,0.5,,,,,,,,,
76561197994640892,278.25,64.03999999999999,,,,,,,,,,,,,,,41.42,,,
76561197994733323,244.65,244.65,,,,,,,,244.65,,244.65,,,,,,,,
76561197994830976,,8.48,,,7.95,,,,,8.48,,,,,,,,,,
76561197994920291,135.28,,,,,,135.28,,,135.28,135.28,,,,,,,,,
76561197994995559,9.4,,,,,,,,,9.4,,9.4,,,,,,,,
76561197995098683,34.08,,,,,,,,,,,,,,,,107.95,,,
76561197995146832,,,,,,,,,,17.3,,,,,,,,,,
76561197995165843,6.68,6.68,,,,,,,,6.68,,,,,,,,,,
76561197995192202,306.13,,,,,,,,,,,,,,,,,,,
76561197995284337,2.38,,,,2.38,,,,2.38,,2.38,,,,,,,,,
76561197995338574,1166.68,,,,,,,,,542.6,,,,542.6,,,,,,
76561197995418864,218.07,,,,,,,,,,,374.85,,,,,,,,
76561197995484188,,,,,,,,,,693.28,,,,693.28,,,,,,
76561197995775619,9.33,,,,,,,,,,,,,,,,,,,
76561197995939652,566.83,12.02,,,,,,,403.57,124.92,403.57,,,,,,124.92,,,
76561197996156672,164.22,,,,,,13.97,,36.9,135.23999999999998,,31.53,,,,,134.37,,,
76561197996262501,16.759999999999998,16.759999999999998,,,,,5.98,,,205.81,,,,205.81,,,,,,
76561197996328974,20.96,,,,,,,,,1.03,1.03,1.03,,1.03,,,,,,
76561197996426485,69.17999999999999,69.17999999999999,,,,,,,,,,,,,,,,,,
76561197996426598,251.68,14.52,,,,,,,,67.78,,251.68,,67.78,,,67.78,,,
76561197996524718,35.43,20.95,,,,,,,,,,,,,,,,,,
76561197996569986,,,,,7.02,,,,,7.02,,,,7.02,,,7.02,,,
76561197996571086,166.98,,,,,,166.98,,,166.98,166.98,,,,,,,,,
76561197996744185,116.03999999999999,1.1,,,,,,,,3.8200000000000003,,116.03999999999999,,,,,,,,
76561197996802983,468.75,468.75,,,,,,,,,,,,,,,,,,
76561197996932711,70.85,70.85,,,,,,,,,,,,,,,,,,
76561197996935989,10.72,,,,,,,,,,,,,,,,,,,
76561197996992703,50.849999999999994,,,,,,,,,33.97,,33.97,,,,,,,,
76561197997129113,175.0,6.68,,,,,,,,47.82,,,,47.82,,,,,,
76561197997197174,34.589999999999996,32.97,,,,,20.82,,,152.19,,,,152.19,,,1.62,,,
76561197997238293,59.08,59.08,,,,,47.43,,,59.08,59.08,59.08,,47.43,,,47.43,,,
76561197997633623,123.2,108.2,,,46.5,,57.17,,,93.19,57.17,93.19,15.0,,,,10.48,,,
76561197998014300,1284.37,,,,,,,,,,,,,,,,,,,
76561197998095312,8.42,8.42,,,,,,,,8.42,,,,8.42,,,8.42,,,
76561197998189696,12.93,12.93,,,,,,,,,,12.93,,,,,,,,
76561197998355213,8.07,,,,,,8.07,,,147.29999999999998,8.07,,,139.23,,,139.23,,,
76561197998469677,0.65,,,,,,,,,,,,,,,,,,,
76561197998655584,412.95,,,,,,,,,,,,,,,,,,,
76561197998718499,,,,,,,,,,40.48,,,,40.48,,,40.48,,,
76561197998873955,524.55,421.82,,,,,,,,,,,,,,,,,,
76561197998876897,,,,,,,1.35,,,1.35,,,,1.35,,,,,,
76561197998960814,59.93,,,,,,,,,59.93,,,,,,,111.72999999999999,,,
76561197999005150,,4.83,,,,,,,,4.83,,,,,,,,,,
76561197999054744,99.93,99.93,,,99.93,,,,99.93,99.93,,,,,,,,,,
76561197999075044,13.67,,,,,,,,,,,,,,,,,,,
76561197999260941,,16.92,,,,,,,,16.92,,16.92,,,,,16.92,,,
76561197999327663,,13.05,,,,,,,,13.05,,,,,,,,,,
76561197999426881,,,,,,,,,,1.75,,1.75,,0.3,,,2.05,,,
76561197999483873,7.52,9.120000000000001,,,10.02,,1.65,,4.1,13.44,,7.52,,3.77,,,7.27,,,
76561197999566657,,,,,,,,,,236.75,,,,236.75,,,236.75,,,
76561197999613236,547.91,533.68,,,,,14.23,,,14.23,,,,14.23,,,14.23,,,
76561197999638720,7.87,7.87,,,,,,,,,,,,,,,,,,
76561197999673239,,1.98,,,,,,,,1.98,,,,,,,,,,
76561197999775723,20.5,,,,,,,,,20.5,,,,20.5,,,,,,
76561197999882687,6.78,,,,,,,,,6.78,6.78,6.78,,6.78,,,,,,
76561198000000222,453.35,,,,,,,,,453.35,,,,,,,,,,
76561198000121873,,,,,,,,,,18.83,,,,18.83,,,18.83,,,
76561198000167222,616.25,,,,,,,,,,,,,,,,,,,
76561198000614468,104.17,92.12,,,,,,,12.05,92.12,,92.12,,,,,,,,
76561198000627924,,,,,,,321.98,,,321.98,,321.98,,321.98,,,,,,
76561198000691867,284.88,,,,,,,,,,,,,,,,,,,
76561198000733744,3.28,,,,,,3.28,,3.28,3.28,,,,,,3.28,3.28,,,
76561198000791529,445.86,8.52,,,,,,,,51.75,,,,,,,,,,
76561198000889832,143.2,143.2,,,143.2,,,,143.2,,,264.90999999999997,,,,,255.68,,,
76561198001115538,,31.02,,,,,,,,,,,,,,,,,,
76561198001160024,127.38,129.48,,,,,2.1,,,130.51,127.38,129.48,,1.03,,,1.03,,,
76561198001398677,103.52,,,,,,,,103.52,103.52,,,,,,,103.52,,,
76561198001508595,102.37,,,,,,,,,,,,,,,,,,,
76561198001630399,0.27,,,,,,,,,,,,,,,,,,,
76561198001688490,26.58,0.18,,,,,,,1224.8,,1224.8,699.9499999999999,23.47,,,,690.37,,,
76561198001743414,20.7,20.7,,,,,,,,,,,,,,,,,,
76561198001768083,,1.17,,,,,1.17,,,1.17,,,,,,,,,,
76561198001836842,561.32,,,,,,,,,,,,,,,,,,,
76561198001898634,0.68,0.68,,,,,,,,0.68,,0.68,,0.68,,,,,,
76561198002127153,26.64,,,,,,,,,21.36,,,3.58,12.15,,,3.58,,,
76561198002170343,3.05,,,,,,,,,,,,,,,,,,,
76561198002212023,0.3,,,,0.3,,,,0.3,,,0.3,,0.3,,,0.3,,,
76561198002469107,442.17,,,,,,,,,,,,,,,,,,,
76561198002527794,4.35,,,,,,,,4.35,,,,,65.8,,,65.8,,,
76561198002610796,56.89,,,,,,,,3.62,3.62,,,,,,,,,,
76561198002996759,341.13,140.33,,,,,,,,140.33,,,,140.33,,,,,,
76561198003056556,0.58,,,,,,,,,0.58,,,,0.58,,,,,,
76561198003160177,13.4,13.4,,,,,,,,,,,,,,,,,,
76561198003189312,172.47,,,,,,,,,172.47,,,172.47,,,172.47,,,,
76561198003480679,21.05,,,,,,,,,,,21.05,,,,,,,,
76561198003546877,170.74,16.78,,,,,16.68,,,16.68,,137.28,16.68,16.68,,16.68,,,,
76561198003704820,213.96999999999997,,,,,,,,177.17,213.96999999999997,177.17,177.17,,177.17,,,25.65,,,
76561198003735361,16.83,,,,,,,,,,,16.83,,,,,,,,
76561198003811382,50.45,38.9,,,16.33,,,,,,,,,16.33,,,,,,
76561198003855855,1.77,1.77,,,,,,,1.77,1.77,1.77,1.77,,,,,,,,
76561198003900936,0.42,,,,0.42,,,,,0.42,,,,0.42,,,,,,
76561198004054009,64.0,,,,,,,,,64.0,,,,,,,,,,
76561198004058147,21.12,,,,,,,,,,,,,,,,,,,
76561198004166916,,,,,,,101.17,,,101.17,,,,101.17,,,,,,
76561198004173845,84.22,,,,,,,,,,,84.22,,,,,,,,
76561198004203858,591.38,461.08000000000004,,,,,170.33,,118.7,448.81000000000006,448.81000000000006,461.08000000000004,,,,,,,,
76561198004239988,186.28,8.36,,,5.88,,,,5.88,,5.88,183.85,,,,,,,,
76561198004245030,,,,,,,,,,,,,,,,,1.15,,,
76561198004280826,,,,,,,,,,,,,,7.23,,,,,,
76561198004622964,82.18,,,,,,,,,94.76,,,,,,,94.76,,,
76561198004638606,46.13,19.98,,,5.03,,,,,48.4,,249.18,,27.28,,,27.28,,,
76561198004853547,763.99,,,,,,,,288.27,,,,,,,,,,,
76561198004901938,1296.3,,,,,,,,,,,,,,,,,,,
76561198004924076,131.37,30.119999999999997,,,,,,,,,,115.95,,,,,,,,
76561198004924924,88.87,,,,,,,,,,,,,,,,,,,
76561198005307778,1.62,,,,,,,,1.62,1.62,1.62,,,,,,,,,
76561198005477736,34.67,70.75,,,,,,,,53.919999999999995,,53.919999999999995,,,,,53.919999999999995,,,
76561198005551923,,2.02,,,,,,,,2.02,,,,,,,,,,
76561198005576563,68.46,29.77,,,,,,,,3.57,,51.69,,,,,,,,
76561198005708745,52.95,52.95,,,,,14.27,,,25.549999999999997,,,,14.27,,,,,,
76561198005778772,234.42,,,,,,,,,,,,,234.42,,,234.42,,,
76561198005781441,639.82,,,,,,,,,,,,,,,,,,,
76561198005999162,3.18,3.18,,,,,3.18,,,3.18,3.18,3.18,,,,,,,,
76561198006153077,6.75,,,,,,,,6.75,,,,,,,,,,,
76561198006225175,,,,,,,,,,193.93,,,,339.63,,193.93,,,,
76561198006310647,163.1,38.57,,,,,,,,,,,,,,,,,,
76561198006421406,6.78,6.78,,,,,,,,6.78,,,,,,,,,,
76561198006487501,,,,,,,,,0.5,0.5,,,,,,,,,,
76561198006491086,341.63,5.12,,,,,,,1.07,1.07,1.07,1692.8999999999999,,1393.27,,,1388.1499999999999,,,
76561198006537147,10.95,10.95,,,,,,,,,,,,,,,10.42,,,
76561198006560154,1.0,1.0,,,,,,,,,,,,,,,,,,
76561198006606435,18.77,18.77,,,,,,,,,,,,,,,,,,
76561198006896411,789.9300000000001,222.76,,,,,175.43,,,175.43,175.43,240.93,,,,,,,,
76561198007041072,,,,,,,,,,0.13,,,,0.13,,,,,,
76561198007161112,548.05,,,,,,,,,,,,,,,,,,,
76561198007165405,4.2,,,,,,,,,,,4.2,,,,,,,,
76561198007217051,79.75,,,,,,,,,,,79.75,,79.75,,,38.39,,,
76561198007317042,87.57,29.5,,,,,,,,,,58.07,,,,,165.9,,,
76561198007404119,23.03,23.03,,,,,,,,,,,,209.45999999999998,,,209.45999999999998,,,
76561198007488623,,,,,,,,,,76.15,,,,,,,,,,
76561198007539695,3.91,0.18,,,,,,,,3.73,,,,,,,,,,
76561198007571248,,,,,,,,,,22.74,,,,4.72,,,4.72,,,
76561198007573338,11.82,,,,,,,,,,,,,,,,,,,
76561198007575596,195.48,,,,,,,,195.48,54.87,,,,195.48,,,250.35,,,
76561198007587759,7.07,,,,,,,,,7.07,,7.07,,,,,,,,
76561198007758543,5.92,5.92,,,,,,,,5.92,,,,,,,,,,
76561198007767871,107.32,107.32,,,,,,,,107.32,,,,,,,,,,
76561198007799026,83.37,,,,,,,,,,,,,,,,323.78000000000003,,,
76561198007914001,172.25,172.25,,,,,172.25,,,172.25,172.25,172.25,,,,,,,,
76561198007988939,,67.5,,,,,,,,67.5,,,,67.5,,,67.5,,,
76561198008021472,12.37,12.37,,,,,,,,,,,,,,,,,,
76561198008026450,35.53,,,,,,,,,,,,,,,,,,,
76561198008026969,,,,,11.47,,,,,11.47,,,,11.47,,,,,,
76561198008063702,9.4,9.4,,,,,,,,,,,,,,,,,,
76561198008068264,175.95,40.63,,,,,,,,31.68,,54.95,,,,,,,,
76561198008101478,1.25,20.02,,,,,,,,1.25,,1.25,,,,,,,,
76561198008105343,9.28,9.28,,,,,,,,,,,,,,,,,,
76561198008111776,,,,,,,,,,,,,,,,,431.53,,,
76561198008211473,,,,,,,,,,,,,,37.95,,,37.95,,,
76561198008302183,,,,,,,,,,135.3,,,,,,,135.3,,,
76561198008302763,119.43,36.0,,,17.05,,,,,17.05,,,,,,,,,,
76561198008426280,16.0,16.0,,,,,,,,,,16.0,,9.23,,,,,,
76561198008532637,202.18,,,,,,,,,,,202.18,,85.83,,,85.83,,,
76561198008721949,5.37,5.37,,,,,,,,,,,,,,,,,,
76561198008725628,3.85,,,,,,,,3.85,3.85,,,,,,,,,,
76561198008727561,581.2,,,,,,,,,,,,,,,,,,,
76561198008760866,57.57,57.57,,,,,,,1.05,58.62,57.57,58.62,,1.05,,,,,,
76561198008825050,138.58,118.31,,,,,,,,,,20.27,,,,,,,,
76561198008827809,272.59,244.22,,,405.05,,,,405.05,244.22,,649.27,,,,,,,,
76561198008895770,,,,,,,,,,33.72,,,,33.72,,,33.72,,,
76561198008896152,8.03,,,,,,,,,,,,,,,,,,,
76561198008901482,397.48,,,,,,,,,,,,,,,,,,,
76561198008967901,2.75,,,,,,,,,2.75,,,,,,2.75,,,,
76561198009005804,16.92,,,,,,,,,16.92,,16.92,,,,,,,,
76561198009026821,5.42,,,,,,,,5.42,,,,,,,,,,,
76561198009043396,66.1,,,,,,,,,,,66.1,,,,,,,,
76561198009171558,117.17,117.17,,,,,,,,117.17,,117.17,,,,,,,,
76561198009177886,,,,,,,,,,,,,,,,,153.18,,,
76561198009239788,10.65,,,,10.65,,,,,10.65,,,,,,,10.65,,,
76561198009389816,11.88,,,,,,,,,,11.88,,,11.88,,,,,,
76561198009498722,,,,,,,,,,,,,,,,,753.6,,,
76561198009636321,12.82,,,,12.82,,,,,12.82,,,12.82,,,12.82,,,,
76561198009729086,,,,,,,,,,,,,,,,,48.2,,,
76561198009729872,5.23,5.23,,,,,5.23,,,5.23,,,,5.23,,,,,,
76561198009846599,16.02,16.02,,,,,16.02,,,16.02,,,,16.02,,,,,,
76561198009892332,285.5,,,,,,,,,,,,,,,,,,,
76561198010038495,54.4,54.4,,,54.4,,,,54.4,54.4,,,,,,,,,,
76561198010211852,4.62,,,,,,,,,4.62,,4.62,,,,,,,,
76561198010280507,2017.05,,,,,,,,,,,,,,,,,,,
76561198010336981,12.53,,,,,,,,,,,,,,,,,,,
76561198010391123,64.13,18.15,,,,,64.13,,,126.36,56.45,,,69.91,,,,,,
76561198010398875,,8.67,,,,,8.67,,,8.67,,,,,,,,,,
76561198010399847,178.77,178.77,,,,,,,,178.77,,178.77,,178.77,,,,,,
76561198010433036,14.78,,,,,,,,,,,,,,,,,,,
76561198010436866,,,,,,,,,,,,652.67,,,,,,,,
76561198010443610,69.35,,,,,,,,,8.8,,,,,,,,,,
76561198010465186,,,,,,,,,,,,,,,,,57.13,,,
76561198010616979,6.38,,,,,,,,,6.38,,,,,,,,,,
